,PLAYER_NAME,BIRTHDATE,AGE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,FIRST_SEASON,LAST_SEASON,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,2pointer_MADE,2pointer_ATTEMPTS,3pointer_MADE,3pointer_ATTEMPTS,FreeThrow_MADE,FreeThrow_ATTEMPTS,OFFENSIVE_REBOUNDS,DEFENSIVE_REBOUNDS,REBOUNDS_TOTAL,ASSISTS,STEALS,BLOCKS,TURNOVERS,PERSONAL_FOULS,POINTS,SEASON
1125,James Thomas,1980-11-22,41,Texas,USA,81.0,245.0,1,2004,2005,0,0,0,1610612755,PHI,Philadelphia,2839,10.0,19.0,0.0,0.0,8.0,14.0,12.0,27.0,39.0,1.0,0.0,3.0,7.0,35.0,28.0,2005
1126,Jannero Pargo,1979-10-22,42,Arkansas,USA,73.0,185.0,10,2002,2014,0,0,0,1610612741,CHI,Chicago,2457,109.0,292.0,39.0,103.0,17.0,21.0,8.0,53.0,61.0,94.0,24.0,2.0,61.0,57.0,274.0,2005
1127,Jared Jeffries,1981-11-25,40,Indiana,USA,83.0,240.0,11,2002,2012,2002,1,11,1610612764,WAS,Washington,2407,187.0,415.0,16.0,50.0,99.0,168.0,164.0,215.0,379.0,148.0,58.0,50.0,99.0,223.0,489.0,2005
1128,Jared Reiner,1982-04-08,40,Iowa,USA,83.0,255.0,2,2004,2006,0,0,0,1610612756,PHX,Phoenix,2876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005
1129,Jarrett Jack,1983-10-28,38,Georgia Tech,USA,75.0,200.0,13,2005,2017,2005,1,22,1610612757,POR,Portland,101127,189.0,428.0,20.0,76.0,128.0,160.0,18.0,142.0,160.0,219.0,41.0,2.0,102.0,138.0,526.0,2005
1130,Jarron Collins,1978-12-02,43,Stanford,USA,83.0,249.0,9,2001,2010,2001,2,52,1610612762,UTA,Utah,2260,129.0,280.0,0.0,0.0,157.0,219.0,134.0,199.0,333.0,97.0,36.0,27.0,61.0,252.0,415.0,2005
1131,Jarvis Hayes,1981-08-09,40,Georgia,USA,80.0,228.0,7,2003,2009,2003,1,10,1610612764,WAS,Washington,2553,77.0,183.0,17.0,47.0,25.0,30.0,19.0,57.0,76.0,27.0,16.0,1.0,22.0,38.0,196.0,2005
1132,Jason Collins,1978-12-02,43,Stanford,USA,84.0,255.0,12,2001,2013,2001,1,18,1610612751,NJN,New Jersey,2215,104.0,262.0,3.0,12.0,44.0,86.0,93.0,249.0,342.0,70.0,46.0,40.0,61.0,251.0,255.0,2005
1133,Jason Hart,1978-04-29,44,Syracuse,USA,75.0,180.0,9,2000,2009,2000,2,49,1610612758,SAC,Sacramento,2078,86.0,221.0,9.0,31.0,37.0,56.0,12.0,59.0,71.0,70.0,31.0,5.0,43.0,85.0,218.0,2005
1134,Jason Kapono,1981-02-02,41,UCLA,USA,80.0,215.0,8,2003,2011,2003,2,31,1610612748,MIA,Miami,2574,79.0,177.0,21.0,53.0,28.0,33.0,12.0,59.0,71.0,37.0,7.0,3.0,20.0,89.0,207.0,2005
1135,Jason Kidd,1973-03-23,49,California,USA,76.0,210.0,18,1994,2012,1994,1,2,1610612751,NJN,New Jersey,467,366.0,905.0,139.0,395.0,194.0,244.0,86.0,494.0,580.0,672.0,150.0,29.0,192.0,157.0,1065.0,2005
1136,Jason Maxiell,1983-02-18,39,Cincinnati,USA,79.0,260.0,9,2005,2014,2005,1,26,1610612765,DET,Detroit,101131,23.0,54.0,0.0,0.0,14.0,42.0,12.0,16.0,28.0,3.0,4.0,5.0,11.0,14.0,60.0,2005
1137,Jason Richardson,1981-01-20,41,Michigan State,USA,78.0,225.0,13,2001,2014,2001,1,5,1610612744,GSW,Golden State,2202,641.0,1438.0,183.0,477.0,276.0,410.0,105.0,333.0,438.0,232.0,97.0,37.0,167.0,206.0,1741.0,2005
1138,Jason Terry,1977-09-15,44,Arizona,USA,74.0,185.0,18,1999,2017,1999,1,10,1610612742,DAL,Dallas,1891,516.0,1099.0,171.0,416.0,168.0,210.0,31.0,127.0,158.0,306.0,100.0,27.0,135.0,196.0,1371.0,2005
1139,Jason Williams,1975-11-18,46,Florida,USA,73.0,180.0,11,1998,2010,1998,1,7,1610612748,MIA,Miami,1715,268.0,606.0,107.0,288.0,85.0,98.0,6.0,133.0,139.0,287.0,53.0,5.0,100.0,101.0,728.0,2005
1140,Jeff Foster,1977-01-16,45,Southwest Texas State,USA,83.0,250.0,12,1999,2011,1999,1,21,1610612754,IND,Indiana,1902,138.0,250.0,0.0,4.0,96.0,159.0,224.0,350.0,574.0,50.0,41.0,27.0,64.0,191.0,372.0,2005
1141,Jeff McInnis,1974-10-22,47,North Carolina,USA,76.0,190.0,10,1996,2007,1996,2,37,1610612751,NJN,New Jersey,976,63.0,143.0,3.0,16.0,20.0,29.0,11.0,39.0,50.0,52.0,11.0,2.0,29.0,37.0,149.0,2005
1142,Jermaine Jackson,1976-06-07,45,Detroit,USA,77.0,204.0,5,1999,2005,0,0,0,1610612749,MIL,Milwaukee,1983,11.0,26.0,1.0,4.0,12.0,14.0,8.0,19.0,27.0,25.0,4.0,1.0,13.0,19.0,35.0,2005
1143,Jermaine O'Neal,1978-10-13,43,Eau Claire HS (SC),USA,83.0,255.0,17,1996,2013,1996,1,17,1610612754,IND,Indiana,979,380.0,805.0,3.0,10.0,261.0,368.0,102.0,374.0,476.0,133.0,27.0,117.0,151.0,177.0,1024.0,2005
1144,Jerome James,1975-11-17,46,Florida A&M,USA,85.0,285.0,9,1998,2008,1998,2,36,1610612752,NYK,New York,1744,56.0,121.0,0.0,0.0,25.0,40.0,39.0,52.0,91.0,12.0,3.0,23.0,51.0,104.0,137.0,2005
1145,Jerry Stackhouse,1974-11-05,47,North Carolina,USA,78.0,218.0,18,1995,2012,1995,1,3,1610612742,DAL,Dallas,711,242.0,603.0,36.0,130.0,195.0,221.0,32.0,121.0,153.0,160.0,37.0,10.0,121.0,96.0,715.0,2005
1146,Jim Jackson,1970-10-14,51,Ohio State,USA,78.0,220.0,13,1992,2005,1992,1,4,1610612756,PHX,Phoenix,754,47.0,160.0,18.0,74.0,9.0,13.0,11.0,65.0,76.0,35.0,12.0,6.0,35.0,51.0,121.0,2005
1147,Jiri Welsch,1980-01-27,42,Union Olimpija,Czech Republic,79.0,208.0,3,2002,2005,2002,1,16,1610612749,MIL,Milwaukee,2412,86.0,222.0,14.0,49.0,65.0,87.0,22.0,89.0,111.0,62.0,34.0,1.0,41.0,65.0,251.0,2005
1148,Joe Johnson,1981-06-29,40,Arkansas,USA,79.0,240.0,17,2001,2017,2001,1,10,1610612737,ATL,Atlanta,2207,632.0,1395.0,128.0,360.0,261.0,330.0,98.0,237.0,335.0,536.0,103.0,31.0,267.0,187.0,1653.0,2005
1149,Joe Smith,1975-07-26,46,Maryland,USA,82.0,225.0,16,1995,2010,1995,1,1,1610612749,MIL,Milwaukee,693,145.0,305.0,0.0,2.0,89.0,115.0,83.0,147.0,230.0,31.0,24.0,13.0,40.0,120.0,379.0,2005
1150,Joel Przybilla,1979-10-10,42,Minnesota,USA,85.0,245.0,13,2000,2012,2000,1,9,1610612757,POR,Portland,2038,131.0,239.0,0.0,0.0,82.0,154.0,146.0,245.0,391.0,43.0,20.0,130.0,76.0,149.0,344.0,2005
1151,Joey Graham,1982-06-11,39,Oklahoma State,USA,79.0,230.0,6,2005,2010,2005,1,16,1610612761,TOR,Toronto,101121,198.0,414.0,29.0,87.0,108.0,133.0,57.0,187.0,244.0,60.0,37.0,13.0,92.0,228.0,533.0,2005
1152,Johan Petro,1986-01-27,36,Pau Orthez,France,84.0,247.0,8,2005,2012,2005,1,25,1610612760,SEA,Seattle,101130,153.0,300.0,0.0,0.0,47.0,75.0,109.0,187.0,296.0,15.0,25.0,51.0,60.0,213.0,353.0,2005
1153,John Edwards,1981-07-31,40,Kent State,USA,84.0,275.0,2,2004,2005,0,0,0,1610612737,ATL,Atlanta,2823,31.0,64.0,0.0,0.0,8.0,11.0,18.0,30.0,48.0,5.0,3.0,15.0,12.0,76.0,70.0,2005
1154,John Lucas III,1982-11-21,39,Oklahoma State,USA,71.0,166.0,7,2005,2016,0,0,0,1610612745,HOU,Houston,101249,14.0,36.0,2.0,9.0,0.0,0.0,2.0,3.0,5.0,12.0,5.0,0.0,7.0,6.0,30.0,2005
1155,John Salmons,1979-12-12,42,Miami,USA,78.0,210.0,12,2002,2014,2002,1,26,1610612755,PHI,Philadelphia,2422,219.0,521.0,26.0,87.0,155.0,200.0,48.0,172.0,220.0,223.0,73.0,13.0,125.0,178.0,619.0,2005
1156,John Thomas,1975-09-08,46,Minnesota,USA,81.0,265.0,5,1997,2005,1997,1,25,1610612763,MEM,Memphis,1519,6.0,15.0,0.0,0.0,3.0,4.0,10.0,10.0,20.0,2.0,3.0,2.0,8.0,17.0,15.0,2005
1157,Jon Barry,1969-07-25,52,Georgia Tech,USA,77.0,210.0,13,1992,2005,1992,1,21,1610612745,HOU,Houston,468,25.0,65.0,12.0,32.0,24.0,29.0,1.0,30.0,31.0,26.0,13.0,1.0,22.0,25.0,86.0,2005
1158,Jonathan Bender,1981-01-30,41,Picayune HS (MS),USA,84.0,230.0,8,1999,2009,1999,1,5,1610612754,IND,Indiana,1886,4.0,5.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,2.0,0.0,1.0,0.0,2.0,10.0,2005
1159,Jose Calderon,1981-09-28,40, ,Spain,75.0,200.0,14,2005,2018,0,0,0,1610612761,TOR,Toronto,101181,132.0,312.0,7.0,43.0,78.0,92.0,30.0,111.0,141.0,288.0,42.0,4.0,101.0,93.0,349.0,2005
1160,Josh Childress,1983-06-20,38,Stanford,USA,80.0,210.0,9,2004,2013,2004,1,6,1610612737,ATL,Atlanta,2735,278.0,504.0,32.0,65.0,154.0,201.0,134.0,253.0,387.0,131.0,86.0,39.0,101.0,184.0,742.0,2005
1161,Josh Davis,1980-08-10,41,Wyoming,USA,80.0,235.0,3,2003,2011,0,0,0,1610612749,MIL,Milwaukee,2668,2.0,7.0,0.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,2.0,0.0,1.0,3.0,6.0,2005
1162,Josh Howard,1980-04-28,42,Wake Forest,USA,79.0,210.0,9,2003,2012,2003,1,29,1610612742,DAL,Dallas,2572,350.0,743.0,27.0,63.0,196.0,267.0,123.0,248.0,371.0,111.0,68.0,26.0,79.0,167.0,923.0,2005
1163,Josh Powell,1983-01-25,39,North Carolina State,USA,81.0,240.0,7,2005,2013,0,0,0,1610612742,DAL,Dallas,2694,37.0,81.0,0.0,0.0,36.0,45.0,28.0,53.0,81.0,9.0,7.0,4.0,22.0,52.0,110.0,2005
1164,Josh Smith,1985-12-05,36,Oak Hill Academy (VA),USA,81.0,225.0,12,2004,2017,2004,1,17,1610612737,ATL,Atlanta,2746,329.0,774.0,34.0,110.0,210.0,292.0,176.0,355.0,531.0,191.0,64.0,208.0,162.0,260.0,902.0,2005
1165,Juan Dixon,1978-10-09,43,Maryland,USA,75.0,165.0,7,2002,2008,2002,1,17,1610612757,POR,Portland,2413,357.0,821.0,65.0,170.0,156.0,194.0,30.0,147.0,177.0,149.0,58.0,6.0,113.0,157.0,935.0,2005
1166,Julius Hodge,1983-11-18,38,North Carolina State,USA,79.0,220.0,2,2005,2006,2005,1,20,1610612743,DEN,Denver,101125,5.0,13.0,0.0,0.0,3.0,8.0,5.0,2.0,7.0,6.0,2.0,0.0,8.0,7.0,13.0,2005
1167,Jumaine Jones,1979-02-10,43,Georgia,USA,80.0,230.0,8,1999,2006,1999,1,27,1610612766,CHA,Charlotte,1908,298.0,736.0,115.0,335.0,88.0,121.0,105.0,271.0,376.0,63.0,68.0,22.0,74.0,200.0,799.0,2005
1168,Justin Reed,1982-01-16,40,Mississippi,USA,80.0,240.0,3,2004,2006,2004,2,40,1610612738,BOS,Boston,2770,119.0,295.0,0.0,1.0,87.0,120.0,53.0,71.0,124.0,41.0,23.0,15.0,52.0,163.0,325.0,2005
1169,Juwan Howard,1973-02-07,49,Michigan,USA,81.0,250.0,19,1994,2012,1994,1,5,1610612745,HOU,Houston,436,394.0,859.0,0.0,4.0,154.0,191.0,168.0,367.0,535.0,112.0,49.0,8.0,133.0,235.0,942.0,2005
1170,Kaniel Dickens,1978-07-21,43,Idaho,USA,80.0,215.0,2,2003,2007,2000,2,50,1610612746,LAC,Los Angeles,2079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005
1171,Kareem Rush,1980-10-30,41,Missouri,USA,78.0,215.0,6,2002,2009,2002,1,20,1610612766,CHA,Charlotte,2416,181.0,469.0,57.0,164.0,55.0,77.0,18.0,85.0,103.0,50.0,38.0,13.0,65.0,79.0,474.0,2005
1172,Keith Bogans,1980-05-12,42,Kentucky,USA,77.0,215.0,10,2003,2013,2003,2,43,1610612766,CHA,Charlotte,2586,215.0,544.0,65.0,200.0,127.0,186.0,55.0,200.0,255.0,128.0,71.0,9.0,90.0,167.0,622.0,2005
1173,Keith McLeod,1979-11-05,42,Bowling Green,USA,74.0,190.0,4,2003,2006,0,0,0,1610612762,UTA,Utah,2693,120.0,340.0,24.0,82.0,106.0,133.0,11.0,67.0,78.0,151.0,42.0,9.0,76.0,131.0,370.0,2005
1174,Keith Van Horn,1975-10-23,46,Utah,USA,82.0,245.0,9,1997,2005,1997,1,2,1610612742,DAL,Dallas,1496,164.0,387.0,50.0,136.0,94.0,113.0,54.0,138.0,192.0,37.0,31.0,11.0,71.0,121.0,472.0,2005
1175,Kelvin Cato,1974-08-26,47,Iowa State,USA,83.0,275.0,10,1997,2006,1997,1,15,1610612753,ORL,Orlando,1509,36.0,84.0,0.0,0.0,26.0,35.0,20.0,50.0,70.0,4.0,6.0,12.0,18.0,52.0,98.0,2005
1176,Kendrick Perkins,1984-11-10,37,Clifton J. Ozen HS (TX),USA,82.0,270.0,13,2003,2017,2003,1,27,1610612738,BOS,Boston,2570,137.0,266.0,0.0,2.0,80.0,130.0,140.0,264.0,404.0,69.0,21.0,105.0,107.0,199.0,354.0,2005
1177,Kenny Thomas,1977-07-25,44,New Mexico,USA,79.0,245.0,11,1999,2009,1999,1,22,1610612758,SAC,Sacramento,1903,305.0,604.0,0.0,1.0,138.0,204.0,199.0,419.0,618.0,168.0,72.0,39.0,135.0,196.0,748.0,2005
1178,Kenyon Martin,1977-12-30,44,Cincinnati,USA,81.0,225.0,14,2000,2014,2000,1,1,1610612743,DEN,Denver,2030,297.0,600.0,5.0,22.0,121.0,170.0,93.0,260.0,353.0,79.0,43.0,52.0,72.0,171.0,720.0,2005
1179,Kevin Burleson,1979-04-09,43,Minnesota,USA,75.0,205.0,1,2005,2005,0,0,0,1610612766,CHA,Charlotte,101207,22.0,88.0,10.0,54.0,16.0,17.0,4.0,22.0,26.0,48.0,26.0,2.0,25.0,63.0,70.0,2005
1180,Kevin Garnett,1976-05-19,46,Farragut Academy HS (IL),USA,83.0,240.0,21,1995,2015,1995,1,5,1610612750,MIN,Minnesota,708,626.0,1191.0,8.0,30.0,396.0,489.0,214.0,752.0,966.0,308.0,104.0,107.0,180.0,206.0,1656.0,2005
1181,Kevin Martin,1983-02-01,39,Western Carolina,USA,79.0,199.0,12,2004,2015,2004,1,26,1610612758,SAC,Sacramento,2755,262.0,546.0,66.0,179.0,188.0,222.0,58.0,203.0,261.0,97.0,55.0,9.0,81.0,138.0,778.0,2005
1182,Kevin Ollie,1972-12-27,49,Connecticut,USA,74.0,195.0,13,1997,2009,0,0,0,1610612755,PHI,Philadelphia,1563,75.0,174.0,1.0,3.0,41.0,49.0,13.0,85.0,98.0,101.0,33.0,3.0,29.0,103.0,192.0,2005
1183,Kevin Pritchard,1967-07-17,54,Kansas,USA,75.0,180.0,3,1990,1995,1990,2,34,1610612764,WAS,Washington,340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005
1184,Keyon Dooling,1980-05-08,42,Missouri,USA,75.0,195.0,13,2000,2012,2000,1,10,1610612753,ORL,Orlando,2039,178.0,405.0,13.0,43.0,101.0,121.0,11.0,67.0,78.0,109.0,49.0,4.0,82.0,116.0,470.0,2005
1185,Kirk Hinrich,1981-01-02,41,Kansas,USA,76.0,190.0,13,2003,2015,2003,1,7,1610612741,CHI,Chicago,2550,451.0,1078.0,126.0,341.0,256.0,314.0,29.0,259.0,288.0,514.0,94.0,21.0,188.0,251.0,1284.0,2005
1186,Kirk Snyder,1983-06-05,38,Nevada-Reno,USA,78.0,225.0,4,2004,2007,2004,1,16,1610612740,NOK,New Orleans/Oklahoma City,2745,205.0,453.0,46.0,129.0,86.0,117.0,55.0,106.0,161.0,102.0,29.0,23.0,70.0,106.0,542.0,2005
1187,Kobe Bryant,1978-08-23,43,Lower Merion HS (PA)/USA,USA,78.0,212.0,19,1996,2015,1996,1,13,1610612747,LAL,Los Angeles,977,978.0,2173.0,180.0,518.0,696.0,819.0,71.0,354.0,425.0,360.0,147.0,30.0,250.0,233.0,2832.0,2005
1188,Kris Humphries,1985-02-06,37,Minnesota,USA,81.0,235.0,13,2004,2016,2004,1,14,1610612762,UTA,Utah,2743,77.0,203.0,0.0,5.0,34.0,65.0,56.0,101.0,157.0,30.0,23.0,16.0,31.0,82.0,188.0,2005
1189,Kurt Thomas,1972-10-04,49,TCU,USA,81.0,240.0,17,1995,2012,1995,1,10,1610612756,PHX,Phoenix,703,190.0,391.0,0.0,0.0,75.0,92.0,102.0,313.0,415.0,57.0,23.0,54.0,57.0,193.0,455.0,2005
1190,Kwame Brown,1982-03-10,40,Glynn Academy HS (GA),USA,83.0,290.0,12,2001,2012,2001,1,1,1610612747,LAL,Los Angeles,2198,204.0,388.0,0.0,1.0,128.0,235.0,182.0,291.0,473.0,72.0,27.0,46.0,100.0,196.0,536.0,2005
1191,Kyle Korver,1981-03-17,41,Creighton,USA,79.0,212.0,17,2003,2019,2003,2,51,1610612755,PHI,Philadelphia,2594,327.0,761.0,184.0,438.0,101.0,119.0,27.0,243.0,270.0,163.0,65.0,26.0,98.0,224.0,939.0,2005
1192,Lamar Odom,1979-11-06,42,Rhode Island,USA,82.0,230.0,14,1999,2013,1999,1,4,1610612747,LAL,Los Angeles,1885,445.0,925.0,80.0,215.0,216.0,313.0,181.0,557.0,738.0,443.0,75.0,64.0,213.0,256.0,1186.0,2005
1193,Lamond Murray,1973-04-20,49,California,USA,79.0,235.0,10,1994,2005,1994,1,7,1610612751,NJN,New Jersey,441,72.0,181.0,27.0,78.0,25.0,40.0,29.0,103.0,132.0,13.0,17.0,7.0,22.0,66.0,196.0,2005
1194,Laron Profit,1977-08-05,44,Maryland,USA,77.0,204.0,3,1999,2005,1999,2,38,1610612747,LAL,Los Angeles,1919,40.0,84.0,3.0,18.0,21.0,24.0,8.0,35.0,43.0,15.0,11.0,5.0,24.0,25.0,104.0,2005
1195,Larry Hughes,1979-01-23,43,St. Louis,USA,77.0,185.0,12,1998,2011,1998,1,8,1610612739,CLE,Cleveland,1716,192.0,469.0,28.0,76.0,146.0,193.0,26.0,135.0,161.0,131.0,53.0,21.0,99.0,117.0,558.0,2005
1196,Lawrence Roberts,1982-10-20,39,Mississippi State,USA,81.0,240.0,2,2005,2006,2005,2,55,1610612763,MEM,Memphis,101160,20.0,44.0,0.0,2.0,11.0,23.0,26.0,23.0,49.0,5.0,8.0,2.0,5.0,30.0,51.0,2005
1197,LeBron James,1984-12-30,37,St. Vincent-St. Mary HS (OH),USA,81.0,250.0,17,2003,2020,2003,1,1,1610612739,CLE,Cleveland,2544,875.0,1823.0,127.0,379.0,601.0,814.0,75.0,481.0,556.0,521.0,123.0,66.0,260.0,181.0,2478.0,2005
1198,Leandro Barbosa,1982-11-28,39,Bauru,Brazil,75.0,194.0,14,2003,2016,2003,1,28,1610612756,PHX,Phoenix,2571,273.0,567.0,87.0,196.0,111.0,147.0,31.0,119.0,150.0,158.0,48.0,6.0,89.0,145.0,744.0,2005
1199,Lee Nailon,1975-02-22,47,TCU,USA,81.0,241.0,5,2000,2005,1999,2,43,1610612755,PHI,Philadelphia,1924,40.0,80.0,0.0,0.0,13.0,15.0,23.0,19.0,42.0,7.0,8.0,4.0,10.0,32.0,93.0,2005
1200,Linas Kleiza,1985-01-03,37,Missouri,Lithuania,80.0,234.0,7,2005,2012,2005,1,27,1610612743,DEN,Denver,101132,77.0,173.0,2.0,13.0,57.0,81.0,38.0,78.0,116.0,15.0,10.0,13.0,16.0,87.0,213.0,2005
1201,Lindsey Hunter,1970-12-03,51,Jackson State,USA,74.0,195.0,16,1993,2009,1993,1,10,1610612765,DET,Detroit,283,37.0,100.0,11.0,43.0,2.0,4.0,10.0,30.0,40.0,62.0,19.0,1.0,20.0,44.0,87.0,2005
1202,Linton Johnson,1980-06-13,41,Tulane,USA,80.0,205.0,6,2003,2008,0,0,0,1610612751,NJN,New Jersey,2669,61.0,149.0,13.0,36.0,18.0,27.0,40.0,82.0,122.0,14.0,12.0,12.0,28.0,61.0,153.0,2005
1203,Lonny Baxter,1979-01-27,43,Maryland,USA,80.0,260.0,3,2002,2005,2002,2,43,1610612745,HOU,Houston,2437,45.0,104.0,0.0,0.0,28.0,35.0,45.0,72.0,117.0,4.0,11.0,8.0,20.0,56.0,118.0,2005
1204,Loren Woods,1978-06-21,43,Arizona,USA,86.0,260.0,6,2001,2007,2001,2,45,1610612761,TOR,Toronto,2254,28.0,59.0,0.0,1.0,6.0,14.0,44.0,66.0,110.0,4.0,9.0,23.0,16.0,49.0,62.0,2005
1205,Lorenzen Wright,1975-11-04,46,Memphis,USA,83.0,255.0,13,1996,2008,1996,1,7,1610612763,MEM,Memphis,953,194.0,406.0,0.0,2.0,66.0,117.0,142.0,253.0,395.0,48.0,52.0,46.0,67.0,201.0,454.0,2005
1206,Lou Williams,1986-10-27,35,South Gwinnett HS (GA),USA,73.0,175.0,15,2005,2020,2005,2,45,1610612755,PHI,Philadelphia,101150,23.0,52.0,2.0,9.0,8.0,13.0,3.0,16.0,19.0,10.0,5.0,0.0,13.0,13.0,56.0,2005
1207,Luke Jackson,1981-11-06,40,Oregon,USA,79.0,215.0,4,2004,2007,2004,1,10,1610612739,CLE,Cleveland,2739,29.0,85.0,12.0,36.0,26.0,33.0,16.0,24.0,40.0,25.0,11.0,2.0,31.0,30.0,96.0,2005
1208,Luke Ridnour,1981-02-13,41,Oregon,USA,74.0,175.0,11,2003,2014,2003,1,14,1610612760,SEA,Seattle,2557,334.0,799.0,43.0,149.0,199.0,227.0,47.0,188.0,235.0,550.0,123.0,22.0,162.0,178.0,910.0,2005
1209,Luke Schenscher,1981-12-31,40,Georgia Tech,USA,85.0,265.0,1,2005,2006,0,0,0,1610612741,CHI,Chicago,101195,16.0,26.0,0.0,0.0,4.0,13.0,8.0,21.0,29.0,7.0,1.0,3.0,5.0,21.0,36.0,2005
1210,Luke Walton,1980-03-28,42,Arizona,USA,80.0,235.0,10,2003,2012,2003,2,32,1610612747,LAL,Los Angeles,2575,135.0,328.0,18.0,55.0,57.0,76.0,88.0,159.0,247.0,156.0,41.0,15.0,78.0,119.0,345.0,2005
1211,Luol Deng,1985-04-16,37,Duke,United Kingdom,81.0,237.0,15,2004,2018,2004,1,7,1610612741,CHI,Chicago,2736,442.0,954.0,21.0,78.0,207.0,276.0,127.0,389.0,516.0,147.0,72.0,50.0,105.0,128.0,1112.0,2005
1212,Luther Head,1982-11-26,39,Illinois,USA,75.0,185.0,5,2005,2010,2005,1,24,1610612745,HOU,Houston,101129,254.0,630.0,113.0,313.0,86.0,123.0,33.0,233.0,266.0,215.0,89.0,9.0,119.0,169.0,707.0,2005
1213,Maciej Lampe,1985-02-05,37,Real Madrid,Poland,83.0,275.0,2,2003,2005,2003,2,30,1610612740,NOK,New Orleans/Oklahoma City,2573,2.0,11.0,0.0,0.0,0.0,2.0,4.0,5.0,9.0,2.0,0.0,0.0,3.0,2.0,4.0,2005
1214,Malik Allen,1978-06-27,43,Villanova,USA,82.0,255.0,10,2001,2010,0,0,0,1610612741,CHI,Chicago,2124,121.0,247.0,1.0,1.0,23.0,38.0,44.0,96.0,140.0,20.0,14.0,16.0,34.0,92.0,266.0,2005
1215,Malik Rose,1974-11-23,47,Drexel,USA,79.0,255.0,13,1996,2008,1996,2,44,1610612752,NYK,New York,990,105.0,281.0,1.0,1.0,107.0,137.0,84.0,175.0,259.0,67.0,43.0,14.0,80.0,145.0,318.0,2005
1216,Manu Ginobili,1977-07-28,44,Virtus Bologna,Argentina,78.0,205.0,15,2002,2017,1999,2,57,1610612759,SAS,San Antonio,1938,309.0,669.0,83.0,217.0,280.0,360.0,42.0,188.0,230.0,235.0,101.0,26.0,121.0,156.0,981.0,2005
1217,Marc Jackson,1975-01-16,47,Temple,USA,82.0,253.0,7,2000,2006,1997,2,37,1610612751,NJN,New Jersey,1531,174.0,369.0,1.0,2.0,66.0,82.0,86.0,131.0,217.0,44.0,13.0,8.0,65.0,126.0,415.0,2005
1218,Marcus Banks,1981-11-19,40,UNLV,USA,74.0,205.0,8,2003,2010,2003,1,13,1610612738,BOS,Boston,2556,219.0,468.0,22.0,63.0,118.0,147.0,23.0,112.0,135.0,220.0,54.0,11.0,119.0,162.0,578.0,2005
1219,Marcus Camby,1974-03-22,48,Massachusetts,USA,83.0,240.0,17,1996,2012,1996,1,2,1610612743,DEN,Denver,948,302.0,649.0,1.0,11.0,111.0,156.0,132.0,536.0,668.0,115.0,79.0,184.0,92.0,158.0,716.0,2005
1220,Marcus Fizer,1978-08-10,43,Iowa State,USA,78.07063365886896,211.14685155717208,6,2000,2007,2000,1,4,1610612760,SEA,Seattle,2033,9.0,17.0,1.0,1.0,1.0,2.0,1.0,6.0,7.0,1.0,0.0,0.0,2.0,5.0,20.0,2005
1221,Mario Kasun,1980-04-05,42,Skyliners Frankfurt,Croatia,85.0,260.0,1,2004,2005,2002,2,40,1610612753,ORL,Orlando,2435,31.0,69.0,0.0,0.0,18.0,23.0,24.0,36.0,60.0,3.0,2.0,3.0,15.0,69.0,80.0,2005
1222,Mark Blount,1975-11-30,46,Pittsburgh,USA,84.0,250.0,9,2000,2008,1997,2,54,1610612738,BOS,Boston,1548,373.0,734.0,0.0,0.0,168.0,222.0,96.0,269.0,365.0,99.0,40.0,76.0,194.0,254.0,914.0,2005
1223,Mark Madsen,1976-01-28,46,Stanford,USA,81.0,255.0,9,2000,2008,2000,1,29,1610612750,MIN,Minnesota,2058,27.0,66.0,0.0,7.0,20.0,47.0,50.0,91.0,141.0,11.0,23.0,17.0,26.0,114.0,74.0,2005
1224,Marko Jaric,1978-12-10,43,Virtus Bologna,Serbia,79.0,224.0,7,2002,2008,2000,2,30,1610612750,MIN,Minnesota,2060,226.0,566.0,40.0,133.0,95.0,138.0,60.0,173.0,233.0,293.0,108.0,21.0,127.0,189.0,587.0,2005
1225,Marquis Daniels,1981-01-07,41,Auburn,USA,78.0,200.0,10,2003,2012,0,0,0,1610612742,DAL,Dallas,2605,246.0,512.0,4.0,19.0,138.0,183.0,81.0,143.0,224.0,172.0,67.0,13.0,100.0,143.0,634.0,2005
1226,Martell Webster,1986-12-04,35,Seattle Preparatory HS (WA),USA,79.0,230.0,10,2005,2014,2005,1,6,1610612757,POR,Portland,101110,139.0,348.0,65.0,182.0,61.0,71.0,29.0,101.0,130.0,34.0,21.0,14.0,43.0,90.0,404.0,2005
