PLAYER_NAME,BIRTHDATE,AGE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,FIRST_SEASON,LAST_SEASON,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
Sylvester Gray,1967-07-08,54,Memphis,USA,78.0,230.0,0,1988,1988,1988,2,35
Wyndol Gray,1922-03-20,100,Harvard,USA,73.0,175.0,1,1946,1947,0,0,0
Jeff Grayer,1965-12-17,56,Iowa State,USA,77.0,210.0,8,1988,1997,1988,1,13
Bob Greacen,1947-09-15,74,Rutgers,USA,79.0,206.0,1,1969,1970,1969,2,17
A.C. Green,1963-10-04,58,Oregon State,USA,81.0,225.0,15,1985,2000,1985,1,23
Danny Green,1987-06-22,34,North Carolina,USA,78.0,215.0,11,2009,2020,2009,2,46
Devin Green,1982-10-25,39,Hampton,USA,79.0,212.0,1,2005,2005,0,0,0
Draymond Green,1990-03-04,32,Michigan State,USA,78.0,230.0,8,2012,2020,2012,2,35
Erick Green,1991-05-09,31,Virginia Tech,USA,76.0,185.0,1,2014,2015,2013,2,46
Gerald Green,1986-01-26,36,No College,USA,79.0,205.0,12,2005,2018,2005,1,18
JaMychal Green,1990-06-21,31,Alabama,USA,80.0,227.0,6,2014,2020,0,0,0
Javonte Green,1993-07-23,28,Radford,USA,76.0,205.0,1,2019,2020,0,0,0
Jeff Green,1986-08-28,35,Georgetown,USA,80.0,235.0,12,2007,2020,2007,1,5
Johnny Green,1933-12-08,88,Michigan State,USA,77.0,200.0,13,1959,1972,1959,1,5
Ken Green,1959-09-19,62,Texas-Pan American,USA,80.0,215.0,0,1985,1985,1981,2,34
Kenny Green,1964-10-11,57,Wake Forest,USA,78.0,210.0,1,1985,1986,1985,1,12
Lamar Green,1947-03-22,75,Morehead State,USA,79.0,210.0,5,1969,1974,1969,3,33
Litterial Green,1970-03-07,52,Georgia,USA,73.0,185.0,4,1992,1998,1992,2,39
Luther Green,1946-11-13,75,Long Island-Brooklyn,USA,79.0,190.0,0,1972,1972,1969,3,41
Mike Green,1951-08-06,70,Louisiana Tech,USA,82.0,200.0,3,1976,1979,1973,1,4
Rickey Green,1954-08-18,67,Michigan,USA,72.0,170.0,13,1977,1991,1977,1,16
Sean Green,1970-02-02,52,Iona,USA,77.0,210.0,2,1991,1993,1991,2,41
Si Green,1933-08-20,88,Duquesne,USA,74.0,185.0,8,1956,1965,1956,1,1
Sidney Green,1961-01-04,61,UNLV,USA,81.0,220.0,9,1983,1992,1983,1,5
Steve Green,1953-10-04,68,Indiana,USA,79.0,220.0,2,1976,1978,1975,2,30
Taurean Green,1986-11-28,35,Florida,USA,72.0,177.0,0,2007,2007,2007,2,52
Tommy Green,1956-04-08,66,Southern,USA,74.0,185.0,0,1978,1978,1978,2,35
Willie Green,1981-07-28,40,Detroit,USA,75.0,205.0,11,2003,2014,2003,2,41
Donte Greene,1988-02-21,34,Syracuse,USA,83.0,226.0,5,2008,2012,2008,1,28
Orien Greene,1982-02-04,40,Louisiana-Lafayette,USA,76.0,208.0,3,2005,2010,2005,2,53
Jerry Greenspan,1941-11-22,80,Maryland,USA,77.0,195.0,1,1963,1964,1963,3,24
David Greenwood,1957-05-27,65,UCLA,USA,81.0,222.0,11,1979,1990,1979,1,2
Hal Greer,1936-06-26,85,Marshall,USA,74.0,175.0,14,1958,1972,1958,2,13
Lynn Greer,1979-10-23,42,Temple,USA,74.0,175.0,1,2006,2006,0,0,0
Gary Gregor,1945-08-13,76,South Carolina,USA,79.0,225.0,4,1968,1972,1968,1,8
Claude Gregory,1958-12-26,63,Wisconsin,USA,80.0,205.0,1,1985,1987,1981,2,41
John Greig,1961-04-28,61,Oregon,USA,79.0,215.0,0,1982,1982,1982,3,65
Kevin Grevey,1953-05-12,69,Kentucky,USA,77.0,210.0,9,1975,1984,1975,1,18
Adrian Griffin,1974-07-04,47,Seton Hall,USA,77.0,230.0,9,1999,2007,0,0,0
Blake Griffin,1989-03-16,33,Oklahoma,USA,81.0,250.0,10,2009,2020,2009,1,1
Eddie Griffin,1982-05-30,40,Seton Hall,USA,81.0,222.0,4,2001,2006,2001,1,7
Greg Griffin,1952-09-06,69,Idaho State,USA,79.0,190.0,0,1977,1977,1977,4,71
Paul Griffin,1954-01-20,68,Western Michigan,USA,81.0,205.0,6,1976,1982,1976,5,74
Taylor Griffin,1986-04-18,36,Oklahoma,USA,79.0,238.0,1,2009,2009,2009,2,48
Darrell Griffith,1958-06-16,63,Louisville,USA,76.0,190.0,9,1980,1990,1980,1,2
Derek Grimm,1974-08-03,47,Missouri,USA,81.0,230.0,0,1997,1997,0,0,0
George Grimshaw,1919-09-24,102,Brown,USA,73.0,185.0,0,1946,1946,0,0,0
Dick Groat,1930-11-04,91,Duke,USA,71.0,180.0,0,1952,1952,1952,1,3
Bob Gross,1953-08-03,68,Long Beach State,USA,78.0,200.0,7,1975,1982,1975,2,25
Jerry Grote,1940-12-28,81,Loyola-Marymount,USA,76.0,215.0,0,1964,1964,1962,4,28
Alex Groza,1926-10-07,95,Kentucky,USA,79.0,218.0,1,1949,1950,1949,1,2
Anthony Grundy,1979-04-15,43,North Carolina State,USA,75.0,185.0,0,2005,2005,0,0,0
Ernie Grunfeld,1955-04-24,67,Tennessee,USA,78.0,210.0,8,1977,1985,1977,1,11
Gene Guarilia,1937-09-13,84,George Washington,USA,77.0,220.0,3,1959,1962,1959,2,14
Petur Gudmundsson,1958-10-30,63,Washington,USA,86.0,260.0,3,1981,1988,1981,3,61
Marko Guduric,1995-03-08,27, ,Serbia,78.0,201.0,1,2019,2019,0,0,0
Richie Guerin,1932-05-29,90,Iona,USA,76.0,195.0,12,1956,1969,1954,2,17
Tom Gugliotta,1969-12-19,52,North Carolina State,USA,82.0,250.0,13,1992,2004,1992,1,6
Andres Guibert,1968-10-28,53,Cantera Instituto,Cuba,82.0,225.0,1,1993,1994,0,0,0
Jay Guidinger,1969-08-18,52,Minnesota-Duluth,USA,82.0,255.0,1,1992,1993,0,0,0
Coulby Gunther,1923-02-05,99,Boston College,USA,76.0,190.0,1,1946,1948,0,0,0
Dave Gunther,1937-07-22,84,Iowa,USA,79.0,190.0,0,1962,1962,1959,8,56
Al Guokas,1925-08-07,96,St. Joseph's (PA),USA,77.0,200.0,0,1949,1949,0,0,0
Matt Guokas,1944-02-25,78,St. Joseph's (PA),USA,78.0,175.0,9,1966,1975,1966,1,9
Matt Guokas,1915-11-11,106,St. Joseph's (PA),USA,75.0,195.0,0,1946,1946,0,0,0
Jorge Gutierrez,1988-12-27,33,California,Mexico,75.0,189.0,3,2013,2015,0,0,0
Kyle Guy,1997-08-11,24,Virginia,USA,73.0,167.0,1,2019,2020,2019,2,55
A.J. Guyton,1978-02-12,44,Indiana,USA,74.0,185.0,3,2000,2002,2000,2,32
Ha Ha,1985-08-04,36,Yonsei,South Korea,87.0,305.0,2,2004,2005,2004,2,46
Rui Hachimura,1998-02-08,24,Gonzaga,Japan,80.0,230.0,1,2019,2020,2019,1,9
Rudy Hackett,1953-05-10,69,Syracuse,USA,81.0,210.0,0,1976,1976,1975,3,37
Hamed Haddadi,1985-05-19,37,Saba Battery,Iran,86.0,265.0,5,2008,2012,0,0,0
Scott Haffner,1966-02-02,56,Evansville,USA,75.0,180.0,1,1989,1990,1989,2,45
Glenn Hagan,1955-06-25,66,St. Bonaventure,USA,72.0,170.0,0,1981,1981,1978,2,43
Bob Hahn,1925-08-25,96,North Carolina State,USA,82.0,240.0,0,1949,1949,0,0,0
Al Hairston,1945-12-11,76,Bowling Green,USA,73.0,170.0,1,1968,1969,1968,5,52
Happy Hairston,1942-05-31,80,New York University,USA,79.0,225.0,10,1964,1974,1964,4,33
Lindsay Hairston,1951-12-08,70,Michigan State,USA,79.0,180.0,0,1975,1975,1975,4,64
Malik Hairston,1987-02-23,35,Oregon,USA,78.0,220.0,2,2008,2009,2008,2,48
PJ Hairston,1992-12-24,29,North Carolina,USA,78.0,230.0,2,2014,2015,2014,1,26
Marcus Haislip,1980-12-22,41,Tennessee,USA,82.0,230.0,3,2002,2009,2002,1,13
Chuck Halbert,1919-02-27,103,West Texas A&M,USA,81.0,225.0,4,1946,1950,0,0,0
Bruce Hale,1918-08-30,103,Santa Clara,USA,73.0,170.0,2,1948,1950,0,0,0
Jack Haley,1964-01-27,58,UCLA,USA,82.0,240.0,8,1988,1997,1987,4,79
Shaler Halimon,1945-03-30,77,Utah State,USA,77.0,199.0,3,1968,1971,1968,1,14
Devon Hall,1995-07-07,26,Virginia,USA,77.0,215.0,1,2019,2019,2018,2,53
Mike Hall,1984-06-05,37,George Washington,USA,80.0,230.0,1,2006,2006,0,0,0
Jeff Halliburton,1949-07-03,72,Drake,USA,77.0,193.0,1,1971,1972,1971,3,39
Darvin Ham,1973-07-23,48,Texas Tech,USA,79.0,240.0,8,1996,2004,0,0,0
Steve Hamer,1973-11-13,48,Tennessee,USA,84.0,245.0,0,1996,1996,1996,2,38
Dale Hamilton,1919-08-16,102,Franklin,USA,72.0,180.0,0,1949,1949,0,0,0
Daniel Hamilton,1995-08-08,26,Connecticut,USA,79.0,195.0,2,2017,2018,2016,2,56
Dennis Hamilton,1944-05-08,78,Arizona State,USA,80.0,210.0,1,1967,1968,0,0,0
Jordan Hamilton,1990-10-06,31,Texas,USA,79.0,220.0,5,2011,2015,2011,1,26
Justin Hamilton,1990-04-01,32,Louisiana State,USA,84.0,255.0,3,2013,2016,2012,2,45
Ralph Hamilton,1921-06-10,100,Indiana,USA,73.0,188.0,0,1948,1948,0,0,0
Richard Hamilton,1978-02-14,44,Connecticut,USA,79.0,193.0,14,1999,2012,1999,1,7
Roylee Hamilton,1957-07-20,64,UCLA,USA,74.0,180.0,1,1979,1980,1979,1,10
Steve Hamilton,1935-11-30,86,Morehead State,USA,78.0,190.0,1,1958,1959,1958,2,8
Tang Hamilton,1978-05-26,44,Mississippi State,USA,80.0,205.0,1,2001,2002,0,0,0
Thomas Hamilton,1975-04-03,47,Pittsburgh,USA,86.0,330.0,2,1995,2002,0,0,0
Zendon Hamilton,1975-04-29,47,St. John's,USA,83.0,254.0,5,2000,2005,0,0,0
Geert Hammink,1969-07-12,52,Louisiana State,Netherlands,84.0,262.0,2,1993,1995,1993,1,26
Tom Hammonds,1967-03-27,55,Georgia Tech,USA,78.07063365886896,211.14685155717208,11,1989,2000,1989,1,9
AJ Hammons,1992-08-27,29,Purdue,USA,84.0,260.0,1,2016,2016,2016,2,46
Darrin Hancock,1971-11-03,50,Kansas,USA,79.0,205.0,2,1994,1996,1994,2,38
Ben Handlogten,1973-11-16,48,Western Michigan,USA,82.0,240.0,2,2003,2004,0,0,0
Cecil Hankins,1922-01-06,100,Oklahoma State,USA,73.0,175.0,1,1946,1947,0,0,0
Phil Hankinson,1951-07-26,70,Pennsylvania,USA,80.0,195.0,1,1973,1974,1973,2,35
Don Hanrahan,1929-02-06,93,Loyola-Chicago,USA,79.0,200.0,0,1952,1952,0,0,0
Rollen Hans,1931-04-13,91,Long Island-Brooklyn,USA,74.0,210.0,1,1953,1954,0,0,0
Ben Hansbrough,1987-12-23,34,Notre Dame,USA,75.0,203.0,1,2012,2012,0,0,0
Tyler Hansbrough,1985-11-03,36,North Carolina,USA,78.07063365886896,211.14685155717208,7,2009,2017,2009,1,13
Bob Hansen,1961-01-18,61,Iowa,USA,78.0,190.0,8,1983,1991,1983,3,54
Glenn Hansen,1952-04-21,70,Louisiana State,USA,76.0,205.0,2,1975,1977,1975,2,31
Lars Hansen,1954-09-14,67,Washington,USA,82.0,225.0,0,1978,1978,1977,7,151
Travis Hansen,1978-04-15,44,Brigham Young,USA,78.0,205.0,1,2003,2003,2003,2,37
Bill Hanzlik,1957-12-06,64,Notre Dame,USA,79.0,185.0,9,1980,1989,1980,1,20
Luke Harangody,1988-01-02,34,Notre Dame,USA,79.0,245.0,2,2010,2011,2010,2,52
Anfernee Hardaway,1971-07-18,50,Memphis,USA,79.0,215.0,13,1993,2007,1993,1,3
Tim Hardaway,1966-09-01,55,Texas-El Paso,USA,72.0,195.0,13,1989,2002,1989,1,14
Tim Hardaway Jr.,1992-03-16,30,Michigan,USA,77.0,205.0,7,2013,2020,2013,1,24
James Harden,1989-08-26,32,Arizona State,USA,77.0,220.0,11,2009,2020,2009,1,3
Reggie Harding,1942-05-04,80,Eastern HS (MI),USA,84.0,249.0,3,1963,1967,1963,6,48
Charlie Hardnett,1938-09-13,83,Grambling,USA,80.0,225.0,2,1962,1964,1962,3,19
Alan Hardy,1957-05-25,65,Michigan,USA,78.0,195.0,1,1980,1981,0,0,0
James Hardy,1956-12-01,65,San Francisco,USA,80.0,220.0,3,1978,1981,1978,1,11
John Hargis,1920-08-20,101,Texas,USA,74.0,180.0,1,1949,1950,0,0,0
Maurice Harkless,1993-05-11,29,St. John's,USA,79.0,220.0,8,2012,2020,2012,1,15
Jerry Harkness,1940-05-07,82,Loyola-Chicago,USA,74.0,175.0,0,1963,1963,1963,2,9
Skip Harlicka,1946-10-14,75,South Carolina,USA,73.0,185.0,0,1968,1968,1968,1,13
Jerome Harmon,1969-02-06,53,Louisville,USA,76.0,190.0,0,1994,1994,0,0,0
Derek Harper,1961-10-13,60,Illinois,USA,76.0,206.0,15,1983,1998,1983,1,11
Jared Harper,1997-09-14,24,Auburn,USA,70.0,175.0,1,2019,2020,0,0,0
Justin Harper,1989-08-30,32,Richmond,USA,82.0,225.0,2,2011,2016,2011,2,32
Mike Harper,1957-12-09,64,North Park,USA,82.0,195.0,1,1980,1981,1980,3,56
Ron Harper,1964-01-20,58,Miami (Ohio),USA,78.0,215.0,14,1986,2000,1986,1,8
Matt Harpring,1976-05-31,46,Georgia Tech,USA,79.0,230.0,11,1998,2008,1998,1,15
Montrezl Harrell,1994-01-26,28,Louisville,USA,79.0,240.0,5,2015,2020,2015,2,32
Josh Harrellson,1989-02-12,33,Kentucky,USA,82.0,275.0,3,2011,2013,2011,2,45
Adam Harrington,1980-07-05,41,Auburn,USA,77.0,200.0,1,2002,2002,0,0,0
Al Harrington,1980-02-17,42,St. Patrick HS (NJ),USA,81.0,245.0,15,1998,2013,1998,1,25
Junior Harrington,1980-10-02,41,Wingate,USA,76.0,190.0,3,2002,2006,0,0,0
Othella Harrington,1974-01-31,48,Georgetown,USA,81.0,235.0,12,1996,2007,1996,2,30
Art Harris,1947-01-13,75,Stanford,USA,76.0,185.0,3,1968,1971,1968,2,16
Bernie Harris,1950-11-26,71,Virginia Commonwealth,USA,82.0,200.0,0,1974,1974,1974,4,63
Bob Harris,1927-03-16,95,Oklahoma State,USA,79.0,195.0,4,1949,1953,1949,1,3
Chris Harris,1933-08-11,88,Dayton,USA,75.0,190.0,0,1955,1955,0,0,0
Devin Harris,1983-02-27,39,Wisconsin,USA,75.0,185.0,15,2004,2018,2004,1,5
Elias Harris,1989-07-06,32,Gonzaga,Germany,80.0,239.0,0,2013,2013,0,0,0
Gary Harris,1994-09-14,27,Michigan State,USA,76.0,210.0,6,2014,2020,2014,1,19
Joe Harris,1991-09-06,30,Virginia,USA,78.0,220.0,6,2014,2020,2014,2,33
Lucious Harris,1970-12-18,51,Long Beach State,USA,77.0,205.0,11,1993,2004,1993,2,28
Manny Harris,1989-09-21,32,Michigan,USA,77.0,185.0,4,2010,2016,0,0,0
Mike Harris,1983-06-15,38,Rice,USA,78.0,242.0,3,2007,2013,0,0,0
Steve Harris,1963-10-15,58,Tulsa,USA,77.0,195.0,4,1985,1989,1985,1,19
Terrel Harris,1987-08-10,34,Oklahoma State,USA,76.0,190.0,2,2011,2012,0,0,0
Tobias Harris,1992-07-15,29,Tennessee,USA,80.0,226.0,9,2011,2020,2011,1,19
Tony Harris,1967-05-13,55,New Orleans,USA,75.0,190.0,2,1990,1994,0,0,0
Aaron Harrison,1994-10-28,27,Kentucky,USA,78.0,210.0,2,2015,2017,0,0,0
Andrew Harrison,1994-10-28,27,Kentucky,USA,78.0,213.0,3,2016,2018,2015,2,44
David Harrison,1982-08-15,39,Colorado,USA,84.0,280.0,4,2004,2007,2004,1,29
Shaquille Harrison,1993-10-06,28,Tulsa,USA,79.0,190.0,3,2017,2020,0,0,0
Jason Hart,1978-04-29,44,Syracuse,USA,75.0,180.0,9,2000,2009,2000,2,49
Josh Hart,1995-03-06,27,Villanova,USA,77.0,215.0,3,2017,2020,2017,1,30
Isaiah Hartenstein,1998-05-05,24,Zalgiris,Germany,84.0,250.0,2,2018,2020,2017,2,43
Antonio Harvey,1970-07-06,51,Pfeiffer,USA,83.0,250.0,7,1993,2002,0,0,0
Donnell Harvey,1980-08-26,41,Florida,USA,80.0,220.0,5,2000,2004,2000,1,22
Kenny Hasbrouck,1986-08-14,35,Siena,USA,75.0,190.0,0,2009,2009,0,0,0
Scott Haskin,1970-09-19,51,Oregon State,USA,83.0,250.0,0,1993,1993,1993,1,14
Clem Haskins,1943-07-11,78,Western Kentucky,USA,75.0,195.0,8,1967,1975,1967,1,3
Udonis Haslem,1980-06-09,41,Florida,USA,80.0,235.0,17,2003,2020,0,0,0
Trenton Hassell,1979-03-04,43,Austin Peay,USA,77.0,227.0,9,2001,2009,2001,2,29
Billy Hassett,1921-10-21,100,Notre Dame,USA,70.0,180.0,1,1949,1950,0,0,0
Joey Hassett,1955-09-11,66,Providence,USA,77.0,180.0,5,1977,1982,1977,3,52
Scott Hastings,1960-06-03,61,Arkansas,USA,82.0,235.0,10,1982,1992,1982,2,29
Kirk Haston,1979-03-10,43,Indiana,USA,81.0,242.0,2,2001,2002,2001,1,16
Vern Hatton,1936-01-13,86,Kentucky,USA,75.0,195.0,3,1958,1961,1958,2,9
John Havlicek,1940-04-08,82,Ohio State,USA,77.0,203.0,15,1962,1977,1962,1,7
Spencer Hawes,1988-04-28,34,Washington,USA,85.0,245.0,10,2007,2016,2007,1,10
Steve Hawes,1950-05-26,72,Washington,USA,81.0,220.0,9,1974,1983,1972,2,24
Connie Hawkins,1942-07-17,79,Iowa,USA,80.0,210.0,6,1969,1975,0,0,0
Hersey Hawkins,1966-09-29,55,Bradley,USA,75.0,200.0,12,1988,2000,1988,1,6
Juaquin Hawkins,1973-07-02,48,Long Beach State,USA,79.0,205.0,1,2002,2002,0,0,0
Michael Hawkins,1972-10-28,49,Xavier,USA,78.07063365886896,211.14685155717208,3,1996,2000,0,0,0
Robert Hawkins,1954-06-30,67,Illinois State,USA,76.0,190.0,3,1975,1978,1975,3,51
Tom Hawkins,1936-12-22,85,Notre Dame,USA,77.0,210.0,9,1959,1968,1959,1,3
Nate Hawthorne,1951-01-19,71,Southern Illinois,USA,76.0,190.0,2,1973,1975,1973,7,118
Chuck Hayes,1983-06-11,38,Kentucky,USA,78.0,240.0,10,2005,2015,0,0,0
Elvin Hayes,1945-11-17,76,Houston,USA,81.0,235.0,15,1968,1983,1968,1,1
Jarvis Hayes,1981-08-09,40,Georgia,USA,80.0,228.0,7,2003,2009,2003,1,10
Jaxson Hayes,2000-05-23,22,Texas,USA,83.0,220.0,1,2019,2020,2019,1,8
Nigel Hayes,1994-12-16,27,Wisconsin,USA,79.0,254.0,0,2017,2017,0,0,0
Steve Hayes,1955-08-02,66,Idaho State,USA,84.0,205.0,4,1981,1985,1977,4,76
Gordon Hayward,1990-03-23,32,Butler,USA,79.0,225.0,10,2010,2020,2010,1,9
Lazar Hayward,1986-11-26,35,Marquette,USA,78.0,225.0,3,2010,2012,2010,1,30
Brendan Haywood,1979-11-27,42,North Carolina,USA,84.0,263.0,12,2001,2014,2001,1,20
Spencer Haywood,1949-04-22,73,Detroit,USA,80.0,225.0,11,1970,1982,1971,2,30
John W. Hazen,1927-03-02,95,Indiana State,USA,74.0,172.0,0,1948,1948,0,0,0
Luther Head,1982-11-26,39,Illinois,USA,75.0,185.0,5,2005,2010,2005,1,24
Shane Heal,1970-09-06,51,Sydney Kings,Australia,72.0,180.0,1,1996,2003,0,0,0
Brian Heaney,1946-09-03,75,Acadia (CAN),USA,74.0,180.0,0,1969,1969,1969,19,215
Garfield Heard,1948-05-03,74,Oklahoma,USA,78.0,219.0,10,1970,1980,1970,3,40
Alvin Heggs,1967-12-08,54,Texas,USA,80.0,225.0,0,1995,1995,0,0,0
Dick Hemric,1933-08-29,88,Wake Forest,USA,78.0,220.0,1,1955,1956,1955,2,10
Alan Henderson,1972-12-02,49,Indiana,USA,81.0,240.0,12,1995,2006,1995,1,16
Cedric Henderson,1975-03-11,47,Memphis,USA,79.0,225.0,5,1997,2002,1997,2,44
Cedric Henderson,1965-10-03,56,Georgia,USA,80.0,210.0,0,1986,1986,1986,2,32
Dave Henderson,1964-07-21,57,Duke,USA,77.0,195.0,0,1987,1987,1986,3,58
Gerald Henderson,1956-01-16,66,Virginia Commonwealth,USA,74.0,175.0,12,1979,1991,1978,3,64
Gerald Henderson,1987-12-09,34,Duke,USA,77.0,215.0,8,2009,2016,2009,1,12
J.R. Henderson,1976-10-30,45,UCLA,USA,80.0,233.0,0,1998,1998,1998,2,56
Jerome Henderson,1959-10-05,62,New Mexico,USA,83.0,230.0,1,1985,1986,0,0,0
Kevin Henderson,1964-03-22,58,California State-Fullerton,USA,76.0,195.0,1,1986,1987,1986,3,50
Tom Henderson,1952-01-26,70,Hawaii,USA,75.0,190.0,8,1974,1982,1974,1,7
Mark Hendrickson,1974-06-23,47,Washington State,USA,81.0,220.0,3,1996,1999,1996,2,31
Don Henriksen,1929-10-10,92,California,USA,79.0,225.0,1,1952,1954,0,0,0
Al Henry,1949-02-09,73,Wisconsin,USA,81.0,190.0,1,1970,1971,1970,1,12
Bill Henry,1924-12-27,97,Rice,USA,81.0,215.0,1,1948,1949,0,0,0
Carl Henry,1960-08-16,61,Kansas,USA,78.0,205.0,0,1985,1985,1984,4,80
Conner Henry,1963-07-21,58,California-Santa Barbara,USA,79.0,195.0,1,1986,1987,1986,4,89
Myke Henry,1992-12-23,29,DePaul,USA,78.0,210.0,1,2017,2017,0,0,0
Skeeter Henry,1967-12-08,54,Oklahoma,USA,79.0,190.0,0,1993,1993,0,0,0
Xavier Henry,1991-03-15,31,Kansas,USA,78.0,220.0,5,2010,2014,2010,1,12
John Henson,1990-12-28,31,North Carolina,USA,81.0,219.0,8,2012,2019,2012,1,14
Steve Henson,1968-02-02,54,Kansas State,USA,71.0,177.0,6,1990,1998,1990,2,44
Bill Herman,1924-05-17,98,Mount Union,USA,75.0,170.0,0,1949,1949,0,0,0
Clarence Hermsen,1923-03-12,99,Minnesota,USA,81.0,225.0,5,1946,1952,0,0,0
Dewan Hernandez,1996-12-09,25,Miami,USA,82.0,235.0,1,2019,2019,2019,2,59
Juancho Hernangomez,1995-09-28,26,Estudiantes,Spain,81.0,214.0,4,2016,2020,2016,1,15
Willy Hernangomez,1994-05-27,28,Cajasol Sevilla,Spain,83.0,250.0,4,2016,2020,2015,2,35
Chris Herren,1975-09-27,46,Fresno State,USA,74.0,190.0,1,1999,2000,1999,2,33
Carl Herrera,1966-12-14,55,Houston,USA,78.07063365886896,211.14685155717208,7,1991,2008,1990,2,30
Walter Herrmann,1979-06-26,42,Malaga,Argentina,81.0,225.0,3,2006,2008,0,0,0
Tyler Herro,2000-01-20,22,Kentucky,USA,77.0,195.0,1,2019,2020,2019,1,13
Keith Herron,1956-06-14,65,Villanova,USA,78.0,195.0,2,1978,1981,1978,2,24
Sidney Hertzberg,1922-07-29,99,City College of New York,USA,70.0,175.0,4,1946,1950,0,0,0
Kevin Hervey,1996-07-09,25,Texas-Arlington,USA,81.0,230.0,1,2019,2019,2018,2,57
Fred Hetzel,1942-07-21,79,Davidson,USA,80.0,220.0,5,1965,1970,1965,1,1
Bill Hewitt,1944-08-08,77,Southern California,USA,79.0,210.0,5,1968,1974,1968,1,11
Art Heyman,1941-06-24,80,Duke,USA,77.0,205.0,2,1963,1965,1963,1,1
Mario Hezonja,1995-02-25,27, ,Croatia,80.0,220.0,5,2015,2019,2015,1,5
Roy Hibbert,1986-12-11,35,Georgetown,USA,86.0,270.0,9,2008,2016,2008,1,17
Matthew Hickey,1902-01-30,120,Hoboken HS (NJ),USA,71.0,180.0,0,1947,1947,0,0,0
Isaiah Hicks,1994-07-24,27,North Carolina,USA,81.0,230.0,2,2017,2018,0,0,0
Phil Hicks,1953-01-31,69,Tulane,USA,79.0,205.0,1,1976,1978,1976,2,27
JJ Hickson,1988-09-04,33,North Carolina State,USA,81.0,242.0,8,2008,2015,2008,1,19
Buddy Hield,1992-12-17,29,Oklahoma,Bahamas,76.0,220.0,4,2016,2020,2016,1,6
Cory Higgins,1989-06-14,32,Colorado,USA,77.0,180.0,1,2011,2012,0,0,0
Mike Higgins,1967-02-17,55,Northern Colorado,USA,81.0,220.0,1,1989,1990,0,0,0
Rod Higgins,1960-01-31,62,Fresno State,USA,79.0,200.0,12,1982,1994,1982,2,31
Sean Higgins,1968-12-30,53,Michigan,USA,81.0,205.0,5,1990,1997,1990,2,54
Kenny Higgs,1955-01-31,67,Louisiana State,USA,72.0,180.0,2,1978,1981,0,0,0
Johnny High,1957-04-25,65,Nevada-Reno,USA,75.0,185.0,3,1979,1983,1979,2,24
Haywood Highsmith,1996-12-09,25,Wheeling,USA,79.0,220.0,1,2018,2018,0,0,0
Wayne Hightower,1940-01-14,82,Kansas,USA,80.0,192.0,4,1962,1966,1962,1,5
Armond Hill,1953-03-31,69,Princeton,USA,76.0,190.0,7,1976,1983,1976,1,9
Cleo Hill,1938-05-24,84,Winston-Salem State,USA,73.0,185.0,0,1961,1961,1961,1,8
Gary Hill,1941-10-07,80,Oklahoma City,USA,76.0,185.0,1,1963,1964,1963,2,11
George Hill,1986-05-04,36,Indiana-Purdue Indianapolis,USA,76.0,188.0,12,2008,2020,2008,1,26
Grant Hill,1972-10-05,49,Duke,USA,80.0,225.0,17,1994,2012,1994,1,3
Herbert Hill,1984-10-01,37,Providence,USA,82.0,240.0,0,2007,2007,2007,2,55
Jordan Hill,1987-07-27,34,Arizona,USA,82.0,240.0,8,2009,2016,2009,1,8
Solomon Hill,1991-03-18,31,Arizona,USA,78.0,226.0,7,2013,2020,2013,1,23
Steven Hill,1985-11-14,36,Arkansas,USA,84.0,245.0,1,2008,2008,0,0,0
Tyrone Hill,1968-03-19,54,Xavier,USA,81.0,250.0,13,1990,2003,1990,1,11
Art Hillhouse,1916-06-12,105,Long Island-Brooklyn,USA,79.0,220.0,1,1946,1947,0,0,0
Darrun Hilliard,1993-04-13,29,Villanova,USA,78.0,220.0,3,2015,2017,2015,2,38
Darnell Hillman,1949-08-29,72,San Jose State,USA,81.0,215.0,3,1976,1979,1971,1,8
Fred Hilton,1948-01-15,74,Grambling,USA,75.0,185.0,1,1971,1972,1971,2,19
Kirk Hinrich,1981-01-02,41,Kansas,USA,76.0,190.0,13,2003,2015,2003,1,7
Roy Hinson,1961-05-02,61,Rutgers,USA,81.0,210.0,7,1983,1990,1983,1,20
Mel Hirsch,1921-07-31,100,Brooklyn,USA,66.0,165.0,0,1946,1946,0,0,0
Lew Hitch,1929-07-16,92,Kansas State,USA,80.0,200.0,5,1951,1956,1951,2,19
Robert Hite,1984-01-12,38,Miami,USA,74.0,184.0,1,2006,2006,0,0,0
Jaylen Hoard,1999-03-30,23,Wake Forest,France,80.0,216.0,1,2019,2019,0,0,0
Darington Hobson,1987-09-29,34,New Mexico,USA,79.0,210.0,0,2011,2011,2010,2,37
Donald Hodge,1969-02-25,53,Temple,USA,84.0,230.0,4,1991,1995,1991,2,33
Julius Hodge,1983-11-18,38,North Carolina State,USA,79.0,220.0,2,2005,2006,2005,1,20
Craig Hodges,1960-06-27,61,Long Beach State,USA,74.0,190.0,9,1982,1991,1982,3,48
Adolph Hoefer,1917-07-12,104,Queens,USA,69.0,158.0,1,1946,1947,0,0,0
